Datetime,Open,High,Low,Close,Adj Close,Volume
2022-08-08 09:30:00-04:00,7.289999961853027,7.349999904632568,7.289999961853027,7.329999923706055,7.329999923706055,9938
2022-08-08 09:35:00-04:00,7.369999885559082,7.46999979019165,7.369999885559082,7.465000152587891,7.465000152587891,4438
2022-08-08 09:40:00-04:00,7.460000038146973,7.460000038146973,7.420000076293945,7.420000076293945,7.420000076293945,3132
2022-08-08 09:45:00-04:00,7.440000057220459,7.449999809265137,7.389999866485596,7.400000095367432,7.400000095367432,21431
2022-08-08 09:50:00-04:00,7.369999885559082,7.420000076293945,7.355000019073486,7.420000076293945,7.420000076293945,7855
2022-08-08 09:55:00-04:00,7.420000076293945,7.429999828338623,7.409999847412109,7.414999961853027,7.414999961853027,10811
2022-08-08 10:00:00-04:00,7.414999961853027,7.440000057220459,7.284999847412109,7.329999923706055,7.329999923706055,62107
2022-08-08 10:05:00-04:00,7.324999809265137,7.409999847412109,7.300000190734863,7.409999847412109,7.409999847412109,17230
2022-08-08 10:10:00-04:00,7.400000095367432,7.409999847412109,7.340099811553955,7.340099811553955,7.340099811553955,10548
2022-08-08 10:15:00-04:00,7.340000152587891,7.409999847412109,7.340000152587891,7.394999980926514,7.394999980926514,7984
2022-08-08 10:20:00-04:00,7.400000095367432,7.409999847412109,7.389999866485596,7.40500020980835,7.40500020980835,10946
2022-08-08 10:25:00-04:00,7.40500020980835,7.409999847412109,7.389999866485596,7.400000095367432,7.400000095367432,6320
2022-08-08 10:30:00-04:00,7.389999866485596,7.409999847412109,7.380000114440918,7.40500020980835,7.40500020980835,4226
2022-08-08 10:35:00-04:00,7.40500020980835,7.409999847412109,7.389999866485596,7.400000095367432,7.400000095367432,9155
2022-08-08 10:40:00-04:00,7.400000095367432,7.409999847412109,7.389999866485596,7.409999847412109,7.409999847412109,9742
2022-08-08 10:45:00-04:00,7.409999847412109,7.409999847412109,7.360000133514404,7.360000133514404,7.360000133514404,2165
2022-08-08 10:50:00-04:00,7.380000114440918,7.380000114440918,7.369999885559082,7.369999885559082,7.369999885559082,1014
2022-08-08 10:55:00-04:00,7.394999980926514,7.400000095367432,7.369999885559082,7.369999885559082,7.369999885559082,12911
2022-08-08 11:00:00-04:00,7.369999885559082,7.400000095367432,7.369999885559082,7.400000095367432,7.400000095367432,6343
2022-08-08 11:05:00-04:00,7.400000095367432,7.409999847412109,7.394999980926514,7.40500020980835,7.40500020980835,13463
2022-08-08 11:10:00-04:00,7.4079999923706055,7.409999847412109,7.389999866485596,7.389999866485596,7.389999866485596,9031
2022-08-08 11:15:00-04:00,7.389999866485596,7.389999866485596,7.349999904632568,7.353899955749512,7.353899955749512,5006
2022-08-08 11:20:00-04:00,7.355000019073486,7.380000114440918,7.355000019073486,7.375,7.375,2070
2022-08-08 11:25:00-04:00,7.369999885559082,7.380000114440918,7.364999771118164,7.369999885559082,7.369999885559082,3282
2022-08-08 11:30:00-04:00,7.369999885559082,7.389999866485596,7.360000133514404,7.364999771118164,7.364999771118164,3095
2022-08-08 11:35:00-04:00,7.349999904632568,7.360000133514404,7.329999923706055,7.329999923706055,7.329999923706055,2158
2022-08-08 11:40:00-04:00,7.340000152587891,7.349999904632568,7.300000190734863,7.300000190734863,7.300000190734863,2878
